ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
TSM.US,202607071600,431.795,431.91,431.91,431.795,9171,3963424,-0.52,0.03
AVGO.US,202607071600,370.075,370.1,370.1,370.06,3895,1440683,2.68,0.01
MU.US,202607071600,933.155,933.31,933.32,932.97,7599,7060173,-4.32,0.02
