ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
NVDA.US,202606021600,222.68,222.88,222.95,222.67,1895391,422413360,5.56,0.09
AMD.US,202606021600,522.14,522.105,522.49,522.09,78364,40855302,1.16,-0.01
QCOM.US,202606021600,240.99,240.97,241.08,240.95,10201,2446197,-4.0,-0.01
TSM.US,202606021600,446.14,446.095,446.18,446.09,3655,1628758,6.61,-0.01
AVGO.US,202606021600,482.265,482.26,482.33,482.15,14516,7000124,7.94,0.0
MU.US,202606021600,1063.42,1064.08,1065.4,1062.89,435397,463704480,9.59,0.06
AMAT.US,202606021600,490.28,490.245,490.33,490.2,6967,3386792,8.93,-0.01
LRCX.US,202606021600,334.76,334.745,334.82,334.73,7406,2464351,5.21,0.0
ASML.US,202606021600,1707.27,1707.1,1707.29,1706.93,1134,1938214,5.85,-0.01
INTC.US,202606021600,107.915,107.91,107.93,107.88,72588,7827690,-5.9,-0.01
GOOGL.US,202606021600,361.48,361.4,361.7,361.4,123202,44437981,-4.98,-0.02
MSFT.US,202606021600,441.48,441.29,441.63,441.27,507001,223620000,-1.99,-0.05
META.US,202606021600,597.485,597.64,597.88,597.45,321000,191540770,-5.51,0.03
AAPL.US,202606021600,315.18,315.22,315.44,315.18,714207,225556059,1.01,0.01
PLTR.US,202606021600,152.325,152.32,152.35,152.32,7563,1152811,-2.7,0.0
SNOW.US,202606021600,261.27,261.14,261.57,261.163,1087264,284621776,-6.79,-0.05
BABA.US,202606021600,130.58,130.55,130.58,130.55,2442,318333,5.1,-0.03
TSLA.US,202606021600,423.97,424.0,424.0,423.96,9706,4122080,-2.71,0.01
CEG.US,202606021600,272.58,272.69,272.74,272.57,101626,27689454,-5.23,0.04
CCJ.US,202606021600,120.57,120.51,120.62,120.48,525578,63049379,7.03,-0.05
OKLO.US,202606021600,73.575,73.595,73.62,73.575,1002,73109,10.02,0.03
