ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
NVDA.US,202608041600,212.28,212.275,212.31,212.275,45894,9760415,5.74,-0.01
AMD.US,202608041600,520.23,520.33,520.58,520.23,7409,3856144,9.28,0.02
QCOM.US,202608041600,162.92,162.92,162.93,162.9,6816,1108031,10.37,-0.01
ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
TSM.US,202608041600,417.235,417.18,417.27,417.18,6042,2523839,3.2,-0.01
AVGO.US,202608041600,418.345,418.355,418.36,418.29,8898,3725559,7.47,0.01
MU.US,202608041600,894.47,894.43,894.51,894.31,8230,7337302,8.68,-0.01
ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
AMAT.US,202608041600,547.16,547.17,547.36,547.07,14571,7966502,7.78,0.0
LRCX.US,202608041600,318.178,318.185,318.19,318.02,8461,2679855,8.0,0.01
ASML.US,202608041600,1709.66,1709.82,1710.34,1709.5,2626,4493448,4.96,0.01
ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
INTC.US,202608041600,100.925,100.97,100.98,100.925,37268,3751533,11.94,0.04
GOOGL.US,202608041600,378.02,377.73,378.41,377.6,524877,198685804,6.07,-0.08
MSFT.US,202608041600,492.83,492.75,492.89,492.73,17770,8755980,6.03,-0.01
ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
META.US,202608041600,588.2,588.27,588.34,588.15,13527,7976141,5.67,0.01
AAPL.US,202608041600,309.42,309.39,309.87,309.3,813943,252137770,0.16,-0.01
PLTR.US,202608041600,162.73,162.7,162.74,162.7,42397,6966291,32.21,-0.02
ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
SNOW.US,202608041600,317.5,316.77,317.78,316.31,714741,226211185,3.0,-0.23
BABA.US,202608041600,128.82,128.84,128.86,128.82,5166,664723,1.21,0.02
TSLA.US,202608041600,327.93,327.875,327.93,327.86,21629,7106177,5.35,-0.02
ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
CEG.US,202608041600,267.183,267.25,267.42,267.08,791970,211460589,-2.36,0.03
CCJ.US,202608041600,93.115,93.06,93.15,93.045,103117,9603134,3.72,-0.06
OKLO.US,202608041600,43.43,43.33,43.44,43.34,1781309,77155060,5.12,-0.24
