Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-28T04:00:00.000Z,596.8200073242,601.0,587.0,593.4099731445,12009300,0.0,0.0,META,Meta,"Meta Platforms, Inc.",USD
2026-07-29T04:00:00.000Z,593.25,599.9699707031,582.2199707031,585.6099853516,22371100,0.0,0.0,META,Meta,"Meta Platforms, Inc.",USD
2026-07-30T04:00:00.000Z,526.0,539.8800048828,524.4899902344,539.0300292969,42271500,0.0,0.0,META,Meta,"Meta Platforms, Inc.",USD
2026-07-31T04:00:00.000Z,543.5999755859,558.3300170898,540.2199707031,556.7100219727,24202500,0.0,0.0,META,Meta,"Meta Platforms, Inc.",USD
