ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
CEG.US,202608311600,274.905,274.77,274.98,274.7,1103712,303303968,-0.72,-0.05
CCJ.US,202608311600,98.635,98.76,98.79,98.62,582081,57613361,-1.25,0.13
OKLO.US,202608311600,40.56,40.57,40.66,40.55,1316802,53256224,1.07,0.02
