ts_code,time,open,close,high,low,vol,amount,pct_change_1m
META.US,202607171600,646.08,646.01,646.74,645.54,322511,208685781,-0.01
AAPL.US,202607171600,334.14,333.55,334.23,333.54,770677,257500850,-0.18
PLTR.US,202607171600,132.555,132.34,132.6,132.28,430998,57128366,-0.16
