ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
CEG.US,202607071600,239.885,239.71,239.885,239.57,448420,107320191,0.19,-0.07
CCJ.US,202607071600,94.705,94.67,94.78,94.665,301871,28763416,-2.9,-0.04
OKLO.US,202607071600,47.76,47.885,47.9,47.76,152195,7318557,-7.63,0.26
