ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
CEG.US,202606031600,267.21,267.19,267.21,267.13,2905,776079,-2.0,-0.01
CCJ.US,202606031600,114.78,114.56,114.79,114.61,416460,47983424,-4.94,-0.22
OKLO.US,202606031600,65.34,65.335,65.34,65.33,10547,686315,-11.07,-0.01
