ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
NVDA.US,202607211600,207.54,207.51,207.55,207.48,34851,7233954,2.32,-0.01
AMD.US,202607211600,543.37,543.31,543.395,543.26,11695,6338529,9.59,-0.03
QCOM.US,202607211600,173.67,173.605,173.67,173.585,19817,3441455,1.06,-0.04
TSM.US,202607211600,425.05,424.51,425.32,424.38,298175,126398856,6.56,-0.13
AVGO.US,202607211600,386.48,386.13,386.485,386.12,409940,158397671,4.13,-0.09
MU.US,202607211600,971.55,971.31,971.59,971.305,9918,9589893,14.41,-0.02
AMAT.US,202607211600,565.085,564.74,565.085,564.74,5447,3077550,6.62,-0.06
LRCX.US,202607211600,322.4,322.21,322.4,322.15,13081,4209961,2.84,-0.06
ASML.US,202607211600,1803.75,1801.165,1803.75,1800.68,34229,61667312,3.07,-0.13
INTC.US,202607211600,105.535,105.45,105.6,105.35,1363139,144078561,10.95,-0.08
GOOGL.US,202607211600,347.12,347.15,347.28,347.02,5530163,1894627936,0.11,0.01
MSFT.US,202607211600,397.8,397.64,397.86,397.52,407492,161985166,0.97,-0.04
META.US,202607211600,643.9,643.44,644.17,643.4,221533,142449544,-0.4,-0.07
AAPL.US,202607211600,327.65,327.6,327.78,327.54,737399,241737935,-1.84,-0.02
PLTR.US,202607211600,132.805,132.78,132.805,132.78,8916,1185139,0.3,-0.02
SNOW.US,202607211600,270.975,270.89,270.975,270.87,1912,518213,-1.26,-0.03
BABA.US,202607211600,117.93,117.96,117.995,117.88,200967,23717716,2.6,0.03
TSLA.US,202607211600,379.07,378.89,379.28,378.86,513891,194777342,-0.51,-0.05
CEG.US,202607211600,261.83,262.22,262.33,261.79,581489,152698027,3.89,0.15
CCJ.US,202607211600,88.69,88.68,88.82,88.675,619733,55390430,4.51,-0.01
OKLO.US,202607211600,44.08,44.15,44.19,44.06,137377,6058057,6.36,0.16
