ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
NVDA.US,202606231600,200.315,200.012,200.48,200.0,2847691,568903920,-5.07,-0.15
AMD.US,202606231600,519.82,520.01,520.63,519.07,518204,269507200,-3.23,0.05
INTC.US,202606231600,132.38,132.43,132.44,132.38,13906,1846202,-1.16,0.04
QCOM.US,202606231600,204.185,204.13,204.29,204.0,4894985,999450128,-9.72,-0.03
AVGO.US,202606231600,380.14,380.36,380.56,379.97,633523,240448709,-7.39,0.06
TSM.US,202606231600,437.25,436.39,437.7,436.36,3322237,1463022816,-5.57,-0.2
MU.US,202606231600,1053.05,1053.055,1053.21,1052.0,26662,28095507,-7.14,0.0
AMAT.US,202606231600,586.4,586.4,586.46,586.36,10436,6122817,-4.98,0.0
LRCX.US,202606231600,371.57,371.8,371.86,371.57,19640,7301558,-4.43,0.06
ASML.US,202606231600,1778.23,1778.36,1778.36,1777.95,139,246951,-7.84,0.03
GOOGL.US,202606231600,346.74,346.755,346.77,346.72,7645,2651426,-5.78,0.0
MSFT.US,202606231600,374.53,374.6,374.63,374.5,9546,3575153,-1.27,0.02
META.US,202606231600,563.1,563.12,563.14,563.06,4181,2350932,-2.44,0.0
AAPL.US,202606231600,294.83,294.81,294.9,294.81,120264,35371948,-1.07,-0.01
PLTR.US,202606231600,116.91,116.91,116.92,116.91,7314,856462,-9.0,0.0
SNOW.US,202606231600,230.64,230.6,230.68,230.575,15697,3615108,-0.73,-0.04
BABA.US,202606231600,102.65,102.555,102.71,102.51,312082,32025810,-4.24,-0.09
TSLA.US,202606231600,382.0,381.6,382.19,381.28,667356,254430607,-4.72,-0.11
CCJ.US,202606231600,109.0,108.89,109.1,108.79,408448,44313226,1.7,-0.1
CEG.US,202606231600,270.56,270.63,270.63,270.55,860,232849,-1.78,0.03
OKLO.US,202606231600,57.28,57.19,57.33,57.152,1297417,73052096,-2.07,-0.16
