ts_code,time,open,close,high,low,vol,amount,pct_change_1m
SNOW.US,202607311600,294.08,293.18,294.11,292.87,144137,42584198,-0.31
BABA.US,202607311600,122.44,122.25,122.45,122.245,1980218,243031641,-0.16
TSLA.US,202607311600,311.955,311.11,312.03,311.001,686332,213982049,-0.27
