Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-14T04:00:00.000Z,91.8000030518,93.0,91.1699981689,91.5699996948,4234700,0.0,0.0,CCJ,Cameco,Cameco Corporation,USD
2026-07-15T04:00:00.000Z,92.5699996948,93.1900024414,89.3199996948,90.9800033569,3770000,0.0,0.0,CCJ,Cameco,Cameco Corporation,USD
2026-07-16T04:00:00.000Z,89.4800033569,89.5199966431,86.4400024414,87.3600006104,5089100,0.0,0.0,CCJ,Cameco,Cameco Corporation,USD
2026-07-17T04:00:00.000Z,85.9499969482,86.7300033569,83.1500015259,85.6200027466,5201900,0.0,0.0,CCJ,Cameco,Cameco Corporation,USD
