ts_code,time,open,close,high,low,vol,amount,pct_change_1m
AMAT.US,202607171600,530.15,530.0,530.28,530.0,10370,5499151,-0.03
LRCX.US,202607171600,313.76,313.52,313.76,313.52,19374,6068431,-0.07
ASML.US,202607171600,1747.975,1747.965,1748.28,1747.73,793,1386071,0.0
