ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
SNOW.US,202607141600,276.16,275.94,276.535,275.89,518293,142969522,5.54,-0.08
BABA.US,202607141600,112.45,112.44,112.46,112.43,13370,1503379,0.1,-0.01
TSLA.US,202607141600,396.26,396.06,396.29,396.0,342226,135578730,-2.87,-0.05
