ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
NVDA.US,202606151600,212.156,212.17,212.17,212.12,53773,11396758,3.56,0.01
AMD.US,202606151600,547.27,547.12,547.29,547.01,12904,7065729,12.01,-0.03
INTC.US,202606151600,127.6,127.56,127.61,127.51,48353,6168198,9.06,-0.03
QCOM.US,202606151600,220.86,220.81,220.96,220.74,3662620,808646208,8.79,-0.02
AVGO.US,202606151600,393.61,393.555,393.61,393.45,17087,6725358,2.07,-0.01
TSM.US,202606151600,440.5,440.3,440.5,440.22,6831,2999567,4.57,-0.05
MU.US,202606151600,1083.93,1083.85,1083.93,1083.62,11611,12544572,8.83,-0.01
AMAT.US,202606151600,585.71,585.55,585.74,585.49,5337,3122638,5.96,-0.02
LRCX.US,202606151600,388.67,388.65,388.71,388.65,21055,8183420,7.21,-0.01
ASML.US,202606151600,1892.68,1892.185,1892.68,1892.03,1228,2324018,-0.38,-0.03
GOOGL.US,202606151600,368.9,369.3,369.42,368.74,531908,196164516,3.22,0.11
MSFT.US,202606151600,399.4,400.025,400.07,399.38,503357,201331425,2.48,0.15
META.US,202606151600,593.49,593.52,593.72,592.848,323054,191687342,4.41,0.01
AAPL.US,202606151600,296.005,296.52,296.53,295.95,843901,250152936,0.3,0.17
PLTR.US,202606151600,134.605,134.62,134.62,134.605,7893,1059812,2.7,0.01
SNOW.US,202606151600,240.66,240.78,240.96,240.4,964013,231511102,3.44,0.06
BABA.US,202606151600,112.49,112.49,112.49,112.47,2864,322110,-0.18,0.0
TSLA.US,202606151600,410.43,411.24,411.25,410.12,771965,317110752,3.03,0.2
CEG.US,202606151600,262.3,262.35,262.44,262.22,871130,228767126,6.34,0.02
CCJ.US,202606151600,106.955,107.02,107.08,106.93,460219,49166776,6.0,0.06
OKLO.US,202606151600,60.62,60.74,60.81,60.5,1532846,93027377,5.65,0.2
