ticker,close,pct_change
NVDA.US,211.835,0.41
AMD.US,548.375,-1.71
TSM.US,420.62,-3.11
AVGO.US,389.30,-2.67
QCOM.US,178.356,-5.71
MU.US,983.66,0.45
AMAT.US,596.05,-1.07
LRCX.US,346.10,-1.21
ASML.US,1783.50,-0.77
INTC.US,107.925,-1.74
GOOGL.US,359.52,0.66
MSFT.US,384.94,-0.04
META.US,661.08,-1.21
AAPL.US,315.06,-0.08
PLTR.US,133.75,5.49
SNOW.US,275.94,5.54
BABA.US,112.44,0.10
TSLA.US,396.06,-2.87
CEG.US,256.43,2.01
CCJ.US,91.57,1.52
OKLO.US,46.24,-5.34
