ts_code,time,open,close,high,low,vol,amount,pct_change_1m
NVDA.US,202608071600,224.085,224.11,224.18,224.079,222674,49935556,0.01
AMD.US,202608071600,483.16,483.13,483.24,483.07,16962,8195432,-0.01
INTC.US,202608071600,101.66,101.64,101.785,101.56,1320584,134293777,-0.02
