ticker,close,pct_change
NVDA,200.75,+2.93%
AMD,476.15,-1.91%
QCOM,147.61,-2.63%
TSM,404.25,+0.23%
AVGO,389.28,+0.37%
MU,823.03,-5.90%
AMAT,507.67,+1.18%
LRCX,293.02,-1.58%
ASML,1629.00,-1.36%
INTC,90.20,-1.02%
GOOGL,356.13,+6.73%
MSFT,464.72,+3.02%
META,556.71,+3.28%
AAPL,308.91,-7.35%
PLTR,123.06,+0.65%
SNOW,293.28,-1.62%
BABA,122.25,+5.10%
TSLA,311.21,+0.76%
CEG,262.75,-0.31%
CCJ,86.38,-2.10%
OKLO,38.83,-5.50%
