ts_code,time,open,close,high,low,vol,amount,pct_change_1m
NVDA.US,202606181600,210.96,211.01,211.08,210.95,57661,12185124,0.02
AMD.US,202606181600,539.49,539.53,539.609,539.455,21611,11711758,0.02
INTC.US,202606181600,134.12,134.14,134.14,134.115,4418,587669,0.01
