ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
QCOM.US,202608171600,162.17,162.18,162.28,162.075,2730294,442493392,-1.58,0.01
AVGO.US,202608171600,392.745,392.61,392.78,392.57,18689,7328487,-6.03,-0.03
TSM.US,202608171600,431.13,431.12,431.2,431.12,8233,3550331,0.15,0.0
MU.US,202608171600,1011.249,1010.8,1011.25,1010.45,22661,22921553,6.42,-0.04
AMAT.US,202608171600,535.53,535.47,535.59,535.47,5300,2848279,0.17,-0.01
LRCX.US,202608171600,344.2,344.15,344.26,344.0,26405,9070926,2.12,-0.01
ASML.US,202608171600,1884.325,1884.06,1884.47,1883.77,1943,3658843,1.96,-0.01
GOOGL.US,202608171600,344.22,344.09,344.24,344.0,491404,169113386,-0.66,-0.04
MSFT.US,202608171600,480.51,480.53,480.73,480.0,598101,287365904,-3.29,0.0
META.US,202608171600,568.76,568.96,569.1,568.75,332022,188675527,-4.37,0.03
AAPL.US,202608171600,305.4,305.69,305.79,305.26,1000854,305874352,0.14,0.09
PLTR.US,202608171600,172.56,172.54,172.58,172.53,11319,1954207,-3.61,-0.01
SNOW.US,202608171600,330.74,330.819,330.819,330.74,2634,872062,0.58,0.02
BABA.US,202608171600,124.545,124.68,124.715,124.52,198361,24711382,2.06,0.11
TSLA.US,202608171600,339.65,339.298,339.67,339.22,390122,132398207,-0.19,-0.1
CCJ.US,202608171600,98.635,98.58,98.635,98.52,770985,75861539,0.86,-0.06
CEG.US,202608171600,278.51,278.2,278.51,278.15,397735,110611891,-1.52,-0.1
OKLO.US,202608171600,43.88,43.87,43.9,43.84,106702,4686434,-5.55,-0.02
NVDA.US,202608171600,225.235,225.11,225.24,225.09,57978,13068189,-0.08,-0.06
AMD.US,202608171600,506.15,505.82,506.18,505.82,10311,5211762,4.72,-0.07
INTC.US,202608171600,103.53,103.49,103.53,103.49,37523,3887871,-1.02,-0.04
