ts_code,time,open,close,high,low,vol,amount,pct_change_1m
SNOW.US,202607171600,268.91,268.9,269.17,268.63,1812765,486931568,0.0
BABA.US,202607171600,115.03,115.02,115.03,115.02,1134,130532,-0.01
TSLA.US,202607171600,381.405,380.84,381.405,380.68,513015,195422813,-0.15
