ts_code,time,open,close,high,low,vol,amount,pct_change_1m
INTC.US,202607241600,92.19,92.27,92.27,92.19,100877,9209388,0.08
GOOGL.US,202607241600,319.52,319.77,319.89,319.17,761291,243233313,0.08
MSFT.US,202607241600,381.66,381.66,381.7,381.58,25037,9545250,0.0
