ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
NVDA.US,202608131600,225.005,225.065,225.065,224.97,75042,16892805,3.48,0.03
AMD.US,202608131600,483.36,483.45,483.47,483.31,14533,7002331,1.92,0.02
INTC.US,202608131600,104.675,104.725,104.73,104.67,41294,4323097,7.18,0.05
QCOM.US,202608131600,164.78,164.79,164.86,164.76,1667648,275162480,1.3,0.01
AVGO.US,202608131600,417.52,417.67,417.675,417.5,25685,10720047,0.38,0.04
TSM.US,202608131600,430.6,430.63,430.63,430.6,5798,2510041,2.03,0.01
MU.US,202608131600,950.633,951.32,951.32,950.479,24108,22916902,9.53,0.07
AMAT.US,202608131600,534.56,534.68,534.86,534.51,21897,11704246,1.73,0.02
LRCX.US,202608131600,337.61,337.77,337.79,337.59,37339,12608916,8.46,0.05
ASML.US,202608131600,1850.015,1849.925,1850.03,1849.85,349,646341,2.81,0
GOOGL.US,202608131600,346.16,346.16,346.16,346.12,9795,3390583,0.69,0
MSFT.US,202608131600,496.715,496.7,496.715,496.65,12143,6031033,-1.41,0
META.US,202608131600,594.55,594.73,595.0,594.44,214474,127686001,-0.73,0.03
AAPL.US,202608131600,305.1,305.09,305.1,305.0,96705,29512756,0.06,-0.01
PLTR.US,202608131600,179.14,179.12,179.145,179.09,33819,6086081,2.39,-0.01
SNOW.US,202608131600,338.44,338.44,338.47,338.325,2987,1011603,1.86,0.0
BABA.US,202608131600,122.21,122.16,122.22,122.08,911922,110890065,-4.45,-0.04
TSLA.US,202608131600,339.965,339.94,339.965,339.89,14395,4886321,2.14,-0.01
CCJ.US,202608131600,97.76,97.75,97.78,97.68,595173,58082127,-1.29,-0.01
CEG.US,202608131600,278.935,278.64,278.935,278.61,538098,149875040,-0.01,-0.11
OKLO.US,202608131600,46.56,46.48,46.65,46.46,258678,12019970,2.99,-0.17
