ts_code,time,open,close,high,low,vol,amount,pct_change_1m
INTC.US,202607171600,95.23,95.21,95.23,95.2,21001,1997800,-0.02
GOOGL.US,202607171600,347.19,346.82,347.21,346.55,429021,149008535,-0.11
MSFT.US,202607171600,394.4,393.82,394.43,393.73,520600,205191971,-0.15
