ticker,close,pct_change
NVDA,211.01,0.02
AMD,539.53,0.02
INTC,134.14,0.01
QCOM,226.635,-0.11
AVGO,412.03,0.01
TSM,463.31,-0.02
MU,1133.85,-0.10
AMAT,618.21,0.04
LRCX,389.23,-0.03
ASML,1930.88,-0.07
GOOGL,367.99,-0.13
MSFT,379.67,0.01
META,577.30,-0.15
AAPL,297.865,-0.21
PLTR,128.65,-0.02
SNOW,232.29,-0.11
BABA,107.22,0.00
TSLA,401.045,-0.01
CEG,274.06,0.00
CCJ,106.49,-0.04
OKLO,61.17,0.00
