ticker,close,pct_change
NVDA.US,224.11,2.23%
AMD.US,483.13,0.22%
INTC.US,101.64,0.57%
QCOM.US,167.86,6.56%
AVGO.US,427.99,2.32%
TSM.US,420.01,1.45%
MU.US,880.52,-1.42%
AMAT.US,539.15,0.92%
LRCX.US,311.55,1.34%
ASML.US,1741.54,3.77%
GOOGL.US,354.24,-2.26%
MSFT.US,500.61,2.70%
META.US,592.08,0.56%
AAPL.US,313.30,0.74%
PLTR.US,171.99,8.56%
SNOW.US,330.29,3.86%
BABA.US,128.40,-0.11%
TSLA.US,328.77,2.25%
CCJ.US,97.39,4.03%
CEG.US,269.89,3.37%
OKLO.US,48.42,14.77%
