ts_code,time,open,close,high,low,vol,amount,pct_change_1m
TSM.US,202607171600,397.61,397.58,397.62,397.54,4484,1782153,-0.01
AVGO.US,202607171600,371.79,371.605,371.81,371.58,15405,5725875,-0.06
MU.US,202607171600,853.73,853.21,853.73,852.93,14358,12246474,-0.06
