ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
META.US,202606151600,593.49,593.52,593.72,592.848,323054,191687342,4.41,0.01
AAPL.US,202606151600,296.005,296.52,296.53,295.95,843901,250152936,0.3,0.17
PLTR.US,202606151600,134.605,134.62,134.62,134.605,7893,1059812,2.7,0.01
