ts_code,time,open,close,high,low,vol,amount,pct_change_1m
CEG.US,202606181600,274.06,274.06,274.2,274.02,2240212,570751728,0.0
CCJ.US,202606181600,106.53,106.49,106.6,106.37,1051510,111938119,-0.04
OKLO.US,202606181600,61.17,61.17,61.35,61.11,4928273,300730064,0.0
