ticker,close,pct_change
NVDA.US,206.72,-2.52
AMD.US,520.67,-5.73
QCOM.US,166.97,-4.93
TSM.US,403.23,-4.27
AVGO.US,381.24,-3.92
MU.US,918.88,-4.23
AMAT.US,535.73,-3.28
LRCX.US,304.99,-4.48
ASML.US,1757.57,-2.46
INTC.US,92.27,-10.09
GOOGL.US,319.77,-6.52
MSFT.US,381.66,-2.22
META.US,595.20,-5.10
AAPL.US,332.90,2.15
PLTR.US,122.99,-1.27
SNOW.US,268.06,0.10
BABA.US,112.28,-3.67
TSLA.US,312.80,-16.37
CEG.US,274.35,-0.20
CCJ.US,87.87,-2.77
OKLO.US,40.27,-9.51
