ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
NVDA.US,202606031600,214.84,214.795,214.87,214.765,353325,75809079,-4.26,-0.02
AMD.US,202606031600,542.03,542.5,542.62,542.03,35783,19347225,6.35,0.09
QCOM.US,202606031600,249.95,250.01,250.35,249.93,2832409,704161760,9.18,0.02
