ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
NVDA.US,202605141600,235.75,235.765,235.78,235.74,126987,29931743,6.79,0.01
AMD.US,202605141600,450.81,450.95,450.95,450.8,13389,6035603,0.59,0.03
INTC.US,202605141600,115.95,115.945,115.96,115.93,20969,2431030,-3.87,0.0
TSM.US,202605141600,417.76,417.578,417.9,417.52,220647,92095818,4.45,-0.05
AVGO.US,202605141600,440.01,439.98,440.04,439.98,5212,2296450,4.93,-0.01
QCOM.US,202605141600,200.11,200.105,200.11,200.08,9529,1911364,-4.85,0.0
MU.US,202605141600,778.18,775.91,778.56,775.63,1254492,982441744,1.22,-0.29
MRVL.US,202605141600,182.815,182.58,182.92,182.41,3082755,561926544,2.6,-0.13
COHR.US,202605141600,404.25,404.26,404.26,404.1,3657,1476400,8.09,0.0
LRCX.US,202605141600,299.485,299.15,299.565,298.94,2351573,704130944,1.26,-0.11
KLAC.US,202605141600,1893.76,1892.94,1894.5,1892.66,190206,360700192,2.34,-0.04
ASML.US,202605141600,1585.58,1584.51,1585.79,1583.82,185034,292912832,4.18,-0.07
AMAT.US,202605141600,439.84,440.885,441.42,439.65,357091,157075486,0.98,0.24
GOOGL.US,202605141600,400.6,400.66,400.66,400.57,3414,1366581,3.44,0.01
MSFT.US,202605141600,409.38,409.32,409.42,409.27,28741,11770340,0.38,-0.02
META.US,202605141600,618.41,618.435,618.49,618.4,7816,4835879,2.56,0.0
AMZN.US,202605141600,267.024,267.03,267.06,267.02,20251,5399049,0.46,0.0
BABA.US,202605141600,141.08,141.068,141.08,141.04,12211,1723606,4.67,-0.01
SMCI.US,202605141600,33.025,33.03,33.05,33.02,2394824,78696994,3.22,0.02
CEG.US,202605141600,275.58,275.5,275.58,275.46,4561,1256676,-6.16,-0.03
TCEHY.US,202605141600,,,,,,,,
