ts_code,time,open,close,high,low,vol,amount,pct_change_1m
SNOW.US,202607241600,268.35,268.06,268.35,267.89,442500,118474949,-0.11
BABA.US,202607241600,112.29,112.28,112.29,112.28,1672,187717,-0.01
TSLA.US,202607241600,312.84,312.8,312.87,312.78,50004,15647409,-0.01
