ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
QCOM.US,202606151600,220.86,220.81,220.96,220.74,3662620,808646208,8.79,-0.02
AVGO.US,202606151600,393.61,393.555,393.61,393.45,17087,6725358,2.07,-0.01
TSM.US,202606151600,440.5,440.3,440.5,440.22,6831,2999567,4.57,-0.05
