ticker,close,pct_change,category
NVDA,203.08,-4.43,芯片
AMD,497.32,-6.01,芯片
QCOM,171.78,-3.48,芯片
TSM,397.58,-5.22,芯片
AVGO,371.605,-5.75,芯片
MU,853.21,-5.65,芯片
AMAT,530.0,-8.53,芯片
LRCX,313.52,-6.53,芯片
ASML,1747.965,-3.71,芯片
INTC,95.21,-7.55,芯片
GOOGL,346.82,-6.5,应用
MSFT,393.82,-0.46,应用
META,646.01,-5.18,应用
AAPL,333.55,1.85,应用
PLTR,132.34,-1.06,应用
SNOW,268.9,-1.09,应用
BABA,115.02,-2.27,应用
TSLA,380.84,-3.45,应用
CEG,252.39,-2.22,能源
CCJ,85.62,-5.89,能源
OKLO,41.11,-1.41,能源
