ts_code,time,open,close,high,low,vol,amount,pct_change_1m
SNOW.US,202606181600,232.5,232.29,232.6,232.24,1851717,431798608,-0.11
BABA.US,202606181600,107.22,107.22,107.22,107.212,14211,1512990,0.0
TSLA.US,202606181600,401.09,401.045,401.3,401.045,33029,13308806,-0.01
