ts_code,time,open,close,high,low,vol,amount,pct_change_1m
META.US,202607241600,595.19,595.2,595.23,595.14,17048,10108207,0.0
AAPL.US,202607241600,332.975,332.9,333.01,332.9,16799,5598828,-0.02
PLTR.US,202607241600,123.0,122.985,123.01,122.98,13144,1617017,-0.01
