ticker,close,pct_change
NVDA,201.86,+6.24%
AMD,478.13,+11.31%
QCOM,147.85,-5.03%
TSM,404.22,+7.89%
AVGO,390.09,+5.34%
MU,826.96,+11.90%
AMAT,508.58,+16.53%
LRCX,294.00,+16.50%
ASML,1630.22,+5.13%
INTC,90.44,+10.45%
GOOGL,356.33,+5.83%
MSFT,465.10,+19.09%
META,556.50,-4.97%
AAPL,309.03,-8.62%
PLTR,123.24,+0.20%
SNOW,293.18,-1.65%
BABA,122.25,+6.28%
TSLA,311.11,+4.29%
CEG,262.75,-0.31%
CCJ,86.38,-2.10%
OKLO,38.83,-5.50%
