ts_code,time,open,close,high,low,vol,amount,pct_change_1m
NVDA.US,202607311600,201.78,201.86,201.88,201.78,70151,14191885,0.04
AMD.US,202607311600,477.71,478.13,478.13,477.71,71631,34283233,0.09
INTC.US,202607311600,90.4,90.435,90.45,90.39,118999,10672223,0.04
