ts_code,time,open,close,high,low,vol,amount,pct_change_1m
QCOM.US,202606181600,226.85,226.635,226.933,226.6,48559,11019641,-0.11
TSM.US,202606181600,463.41,463.31,463.44,463.2,12663,5893673,-0.02
AVGO.US,202606181600,412.0,412.03,412.035,411.995,4101,1696668,0.01
