Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,thscode,thsname_cn,thsname_en,currency
2026-07-14T04:00:00.000Z,382.8200073242,388.1900024414,378.6499938965,384.9299926758,27863900,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
2026-07-15T04:00:00.000Z,387.799987793,398.9599914551,386.3999938965,395.6300048828,36253700,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
2026-07-16T04:00:00.000Z,398.3099975586,405.9899902344,392.049987793,401.1000061035,37047400,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
2026-07-17T04:00:00.000Z,394.8599853516,398.3900146484,389.3900146484,393.8200073242,33010300,0.0,0.0,MSFT,微软,Microsoft Corporation,USD
