ts_code,time,open,close,high,low,vol,amount,pct_change_1m
TSM.US,202607241600,403.195,403.225,403.225,403.17,3560,1436828,0.01
AVGO.US,202607241600,381.14,381.24,381.28,381.13,10786,4106650,0.03
MU.US,202607241600,918.34,918.88,918.88,918.34,12357,11412484,0.03
