ts_code,time,open,close,high,low,vol,amount,pct_change_1m
CEG.US,202607171600,252.41,252.39,252.47,252.33,376703,95738564,-0.01
CCJ.US,202607171600,85.585,85.62,85.66,85.585,880230,75558772,0.04
OKLO.US,202607171600,41.205,41.11,41.25,41.105,631941,25858161,-0.23
