ts_code,time,open,close,high,low,vol,amount,pct_change,pct_change_1m
META.US,202606101600,571.85,571.63,571.85,571.63,11637,6658406,-2.35,-0.04
AAPL.US,202606101600,292.26,292.0,292.265,291.93,94690,27661093,-3.16,-0.09
PLTR.US,202606101600,130.5,130.23,130.55,130.21,437152,56908475,-4.57,-0.21
